,Index,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
94,1685356,A3OGM8EENBL2WD,B00H83EUL2,"JCW ""MusicMan""","[0, 0]","The acting in the movie is very good, and it will have you reflecting upon life themes such as isolation, persistence and death.",3.0,A Free Fall Into Existential Angst.,1394582400,"03 12, 2014"
95,1685391,A21XBOMLGMPLWO,B00H83EUL2,Jim,"[0, 0]","This show was mostly interesting for the scenario it highlighted&#8230; the fear, isolation, helplessness and a will to live. (one)",3.0,Interesting Predicament,1394841600,"03 15, 2014"
96,1685577,A3EFMNO9IC9FQU,B00H83EUL2,L. King,"[0, 0]","Movie had great visual effects (must watch in 3D to get the experience), but a little weak on the story.  Best part was watching George Cloony die.",3.0,Great Visual effects,1396483200,"04 3, 2014"
97,1685616,A3HXQ29RAR80ES,B00H83EUL2,Maria Corbett,"[1, 1]",This movie was very slow and I would not recommend it.  Over the edge with the doomsday effect on space stations!,3.0,Boring at times,1399766400,"05 11, 2014"
98,1685796,AL2R5TDRGREGJ,B00H83EUL2,"Patricia Bundy ""bibliothec, fancy name for bo...","[0, 0]","Was not what I was expecting, little disappointed.",3.0,little disappointed.,1404777600,"07 8, 2014"
99,1685813,A2V398QWSAH0YQ,B00H83EUL2,PB,"[0, 0]",Ok . Good for all ages but not great!  Very simple somewhat annoying after a while. Ending had a lot to be desired but no sex or language issues so the entire family can watch which is hard to come by at times .......and that's worth a star.,3.0,All ages can watch that's the best thing about this movie,1405296000,"07 14, 2014"
100,1686262,A19OVXWMT0ID0F,B00H8N5IQS,hannah ontjes,"[2, 4]","I can't give jillian one star and I must admit the cardio was decent and jillian was better behaved. But the set is terrible terrible. I also seem to have a ""flash"" in my eyes. It's difficult to see the exercisers and the lights in back hurt my eyes. :/",3.0,jillian...just...no.,1396483200,"04 3, 2014"
101,1686499,A335YI1ACEXFET,B00H9HZGQ0,Noneya,"[0, 0]","Falling in love with a computer is an Interesting idea, but the guy is just too gullible for me to take seriously.",3.0,Nothing special,1401148800,"05 27, 2014"
102,1686969,A3261QL3AVRPO0,B00H9KKGTO,kim johnston,"[0, 0]",I miss the '80s,3.0,Three Stars,1405555200,"07 17, 2014"
103,1687006,A2MZDXW018TVJE,B00H9KKGTO,L. John,"[0, 1]","Maybe not a fair rating of the movie. I just didn't like this character, and I didn't love to hate him. I just didn't enjoy watching him do his thing and therefore didn't get much from this movie.",3.0,"Well, I didn't like the guy",1397865600,"04 19, 2014"
104,1687169,A3HQU0J8MJP8IQ,B00H9KKGTO,"RICHARD D. ANTHONY ""Land based Antonucci""","[0, 0]","LEGAL PORN! STORY LINE WAS ALL SCREWED UP. SOME OF THE PHOTOGRAPHY LOOKS LIKE IT WAS SHOT IN THE BACK YARD. EDITING WAS TERRIBLE. LEONARDO IS PROBABLY IN HIDING AFTER MAKING THIS.  IT'S A WASTE OF HIS TALENT, EVEN THOUGH YOU CAN TELL HE REALLY WORKED HARD!",3.0,DEFINITELY DECADENT!,1396137600,"03 30, 2014"
105,1687537,A1GPUUCF8BDNP6,B00H9L26AA,jthetex,"[0, 3]","I would've given a higher rating, however the add on music and background was sharp and loud, BUT the dialog was drown by bad sound people.VERY UNFORTUNATE!",3.0,BAD SOUND,1393545600,"02 28, 2014"
106,1687672,A31WXGFN6EBYUG,B00H9L26AA,preschoolteacher,"[0, 0]",It was okay and entertaining but not Oscar worthy.  It was not great but not the worse thing I've watched either.,3.0,Nebraska just okay,1401321600,"05 29, 2014"
107,1687705,A2IIJI7MNGQLIR,B00H9L26AA,Ron Ried,"[1, 1]","Good movie but not great, worth viewing.",3.0,Three Stars,1404864000,"07 9, 2014"
108,1687833,AZ7UVTESMW60P,B00H9LHVHI,Flannel Quilter,"[0, 0]","OK not great, by the middle of the movie I wanted to smack Kate Winslet, weak women drive me nuts.",3.0,Wait for Amazon Prime,1404777600,"07 8, 2014"
109,1687852,A3BG34W902D0UJ,B00H9LHVHI,Irene Maloney,"[0, 0]","I liked the movie, sad but, unfortunately,  true for a lot of people.",3.0,Three Stars,1404259200,"07 2, 2014"
110,1687893,A1B7Q22I53WHQJ,B00H9LHVHI,"MJC ""mjc1676""","[0, 0]","Not gonna spoil it for ya but I just was so disappointed in how it turned out, it was really depressing",3.0,It was ok,1401926400,"06 5, 2014"
111,1687990,A39NGUGD7YS6HG,B00HDAG7DO,Kzoodad,"[0, 0]","This is no disney movie, no under the cuff jokes, no visually pleasing graphics, and a lame plot.  But, my daughter loves it and because of that I would buy it again and again!",3.0,"Hard on the parents, my the kids love it",1395532800,"03 23, 2014"
112,1688130,AGW4PTW7LGE8F,B00HEPC0TS,benji,"[0, 0]",good typical action movie---mc club had a bad time with Statham beating up everyone. he does not hold back as usual--the law was not effective in this movie,3.0,home front,1394323200,"03 9, 2014"
113,1688215,ANCJ0F675T25Z,B00HEPC0TS,Jared,"[1, 2]","If you like Jason Stathem movies then this is for you.  Same thing.  Something bad happens to him or someone he is involved with, he is a former soldier.  He uses those skills to kill everyone blah blah blah.",3.0,Same Ol Same Ol,1394582400,"03 12, 2014"
114,1688312,A14XOXP504AX08,B00HEPC0TS,PequodII,"[0, 0]",Kick ass again and again!,3.0,Three Stars,1405641600,"07 18, 2014"
115,1688321,A1OFLCXX1D544L,B00HEPC0TS,Richard B,"[0, 2]","This movie had a lot of action but lousy acting. Jason Strahan usual performance, Kate Bosworth never looked so bad and Winona Ryder was awful and the Gator Bodean character needs better scripts.",3.0,Average movie,1395100800,"03 18, 2014"
116,1688526,A69MDO94E5F72,B00HEPDGKA,Grammy Mimi,"[0, 0]","Even though this was based on a true story and we know how violent and disturbing life was in feudal Japan,I was surprised to see the violent nature of the movie. I don't think this would be a good movie for children of 13 or under to watch.",3.0,47 Ronin,1398211200,"04 23, 2014"
117,1688760,A3D0MT6MH2RTUU,B00HEPE6MM,"Amazon Customer ""Computer DOC""","[0, 0]","There was a lot of action. The depressing aspect of the movie was when the soldiers were having an argument about whether to kill the Afgan shepard and his sons. they were in the dilemma of being PC, worried about public opinion and CNN,( in a battle situation, for God'd sake !) rules of engagement, when making the decision to kill or not the potential informants, The let them go, trying to be&#34;good Americans&#34; and &#34; set an example of good Americans to the world&#34; .This decision got them killed. Stupid is as stupid does.",3.0,Lone survivor,1402358400,"06 10, 2014"
118,1688858,A2JB5QIHSNV7A4,B00HEPE6MM,Dmacmunn,"[0, 0]","I liked the message but some of the battles were over dramatized and it really hurt the film as a whole. When Hollywood is dealing with true stories they need to rely on the truth to be interesting and not add all the extra action and over dramatic dying scenes. The fact these men died the way they did is enough to make us tremble, we don't need to see a soldier slowly die for five minutes.",3.0,Over Dramatic but a great message,1403740800,"06 26, 2014"
119,1688917,AJ5ETUU987WCJ,B00HEPE6MM,Holger Adami,"[0, 0]",My mistake to have read the book first.,3.0,Three Stars,1405555200,"07 17, 2014"
120,1688972,AYJ0FDADHVXG4,B00HEPE6MM,Joseph P Kennedy,"[0, 0]","Gripping...somewhat violent,",3.0,"Gripping... somewhat violent,",1404604800,"07 6, 2014"
121,1689046,A1O0U03P2LVCY0,B00HEPE6MM,Mntijo,"[1, 2]","It is like every other military movies about war in the middle east. And why are we there, no one knows!",3.0,predictable,1402358400,"06 10, 2014"
122,1689085,A2ZZ2XEZN04KBG,B00HEPE6MM,ProgSociologist,"[2, 4]","Well-made but full of militarist clich&eacute;s: the good guys have families, the bad guys don't; the good guys can walk on broken legs, bounce up after falling down mountainsides and get shot 20 times without dying, while the bad guys are far more mortal; the good guys are handsome, the bad guys disfigured (no earlobes, scars, etc.).  Product placement for Under Armor and Raytheon is blatant, but the predictable everyone-in-uniform-is-a-&#34;hero&#34; trope, while present, is quite muted.  Although intended to be pro-military, the movie inadvertently contains a refreshingly discordant strand: if you enlist in the military you may die a pointless death that leaves your family bereaved no matter how &#34;good&#34; (character and/or skills) you are.  Should give people pause before signing their lives away.",3.0,Kinda cuts both ways,1404864000,"07 9, 2014"
123,1689391,AQXVDPXWOJLH3,B00HF95SEC,Mr. Hanie,"[0, 5]",Pitiful effects....you have to get better to compete with The Walking Dead and Romero's movies. Do your homework in making your effects better.,3.0,Pitiful!,1395446400,"03 22, 2014"
124,1689393,A394AF4TZK8WJO,B00HF95SEC,"suzietoo ""sci-fi reader""","[3, 5]","I think the locale of this movie made it interesting. Probably filmed in Israel. Acting wasn't bad, though I did catch some dubbing. It didn't lack in action and lots of gore. But zombie movies are still about the same. Chase, kill, eat, kill some more.",3.0,Worth Watching,1397174400,"04 11, 2014"
125,1689695,A3RFHH04X0P9AC,B00HHYF570,jessica,"[0, 0]","not so much dude , watching average losers and weirdos makes me feel awkward, in real life and on tv. im no hater you know. do you . i aint mad. you know who they are. sorry willem , not your best choice in scripts. fire your agent. proabably a good movie for tweens",3.0,uhhh can i have my hour of my life back please,1405382400,"07 15, 2014"
126,1689849,A1XT8AJB7S9JJG,B00HHYF570,Tony Heck,"[0, 0]","&#34;I may see dead people but then, by God, I do something about it.&#34; Odd Thomas (Yelchin) is a fry cook with a secret, he sees dead people. Most of the dead people he sees are harmless and just annoying but when a stranger shows up with a group of ghost bodachs Odd knows that is up to him to stop them. Along with his girlfriend Stormy and the sheriff (Dafoe) Odd must stop the destruction before it's too late. Before I begin I should say that I have never read the book so I didn't know what to expect from this going in. The movie itself wasn't that bad but it did have one problem. A movie like this with this subject matter shouldn't take itself as serious as it did. Movies like Dylan Dog, Dead Before Dawn and R.I.P.D. all have the same basic idea and they were all more comedy then anything which made them cheesy but watchable. This one stayed away from the comedy aspect and I think that hurt it, to me anyway. I think that trying to be a straight action/horror movie wasn't the way to take this one. Overall, a movie that was OK but I think suffered by taking itself too seriously. I give this a B-.",3.0,Being a straight action/horror movie wasn't the way to take this. It was OK but I think suffered by taking itself too seriously.,1393027200,"02 22, 2014"
127,1690057,A1OC44Q6V9TT0G,B00HLSW6TW,Amazon Customer,"[0, 0]",The movie was fair but very slow paced.  Not enough adventure for a hercules movie and not enough special effects.,3.0,Not the typical hercules,1400544000,"05 20, 2014"
128,1690147,A1W4MLN9J8CXEV,B00HLSW6TW,Kevin Joyce,"[0, 0]","Fun for what it was, mindless",3.0,Three Stars,1404691200,"07 7, 2014"
129,1690153,A2M7CYCDDC4UPK,B00HLSW6TW,Linda,"[0, 0]",OK I was disappointed in this movie. The storyline didn't hold true to Greek mythology.,3.0,Three Stars,1405641600,"07 18, 2014"
130,1690163,AZ63RPBK0S2FA,B00HLSW6TW,M D Morgan,"[0, 0]",Really bad acting and scripts,3.0,Three Stars,1404950400,"07 10, 2014"
131,1690216,A2X74YQ0JDIKSD,B00HLSW6TW,Tommy Graves,"[0, 1]","Like watching an early Arnold Movie. Movie was decently made, had a good look just bad acting. Bette than Conan the destroyer but not as good as Barbarian.",3.0,Popcorn Entertainment,1396828800,"04 7, 2014"
132,1690308,A10HZVT7ZQEOP1,B00HLTD2OE,Nicole Smith,"[0, 0]",it was okay. Not awesome.,3.0,Not awesome.,1404691200,"07 7, 2014"
133,1690346,A1RTWLCL27WF7N,B00HLTD3ZW,Adam,"[0, 0]",Not a bad movie.  I didn't like seeing Liam Neeson play such a week and damaged character.,3.0,not bad not great,1404604800,"07 6, 2014"
134,1690597,A1PST35TZYZAFF,B00HLTD3ZW,Rick,"[0, 0]",Good flick. Right up to the end. Needed five more minutes to finish without a rushed feeling. Blah blah blah,3.0,Non-Stop,1404172800,"07 1, 2014"
135,1690785,A4GGT6O0GQNV2,B00HNGZHDE,BKarno,"[0, 1]","SPOILER ALERT: In a nutshell, this movie was just okay.  Sure, the effects were superior to the original, but the storytelling was weak and I just didn't connect with the characters.  In the original film I wanted Clarence and Dick to die so bad I could taste it.  In this movie I really don't even know exactly how he was able to overcome the &#34;Red Asset&#34; restriction to defeat Sellars.  And that thing with Sam Jackson at the end was just stupid.  It was a good purchase, but I'm glad I didn't waste time in the theater to see it.",3.0,Just Didn't Have the Magic of the Original,1404777600,"07 8, 2014"
136,1690948,A228AAQ2F4L3M3,B00HNGZHDE,Mondoe,"[0, 0]",Not as good as I felt it could have been. Actually was border line lame at times. Its a damn shame since the story line has so much potential.,3.0,So so,1402185600,"06 8, 2014"
137,1691068,A3HC57FX69QVOD,B00HNGZJR8,GodKeptsMe,"[0, 0]",Movie was awesome but the video quality was bad.,3.0,Three Stars,1406073600,"07 23, 2014"
138,1691241,A2N3EE06NE7O2B,B00HNTOYQC,Angela Holton,"[0, 0]",I really enjoyed the first half hour.  I am not a huge fan of horror films so the introduction of the succubus made the movie less appealing to me.,3.0,Fun idea that went a bit sideways for my taste,1394582400,"03 12, 2014"
139,1691278,A1MD4MXA8BXRSF,B00HNTOYQC,jmt,"[1, 2]","This was okay, but not great.  It started out funny, and the whole role playing genre has so much comedic potential.  They even had a really good cast.  Unfortunately, they turned it into some kind of weird, supernatural, demonic, gore-fest thing that was not funny and not well done.  Too bad.  A wasted opportunity.",3.0,Could have been so much better.,1395705600,"03 25, 2014"
140,1691569,A11BH3J9RTHW5J,B00HQOFAKI,Loves Dogs,"[1, 2]","Fun teen-type movie, but difficult to follow the story line.  No thrilling moments like the ones typically associated with vampire movies.",3.0,Fun Movie,1402963200,"06 17, 2014"
141,1691598,A1NSX186I4GQLX,B00HQOFAKI,Sic,"[0, 2]","Region A.About the movie: Certainly not as bad as 90% of this year movie or TV batch.This is teen girl romantic fantasy, not at its best, but still building its universe, telling a story that didn't felt strictly copy-pasted. The production and the acting felt a little bit low budget, unfocused and amateurish (bad CGIs wolf or hell dogs) but if you're in this kind of story, this won't be a complete waste of your time.Image: Correct.Sound: Correct.Bonuses: Correct.",3.0,Vampire Academy US blu-ray,1403481600,"06 23, 2014"
142,1691774,A2CMH39OB7MTE7,B00HRUQ8HK,"H. M. Hadley ""Northwest reader""","[0, 0]","I thought this would be fun, but it turned out to be kind of dark and sad.  Also, it was strange to see so many yard sales at BIG houses--real mansions--which seemed like odd settings.  Basically the mystery is just kind of mundane:  a woman is found dead; was it an accident or was she murdered?  That's it.  The only real up side to the movie was that the main character's family were down-to-earth individuals.  It's a relief to see a husband and wife who actually like each other and get along with their children!",3.0,"Nothing New, Just Routine",1404691200,"07 7, 2014"
143,1692436,A1IH0F8NJIL8E3,B00HUTPKJK,Movie 2'sday,"[0, 0]","Puncture wounds can be very dangerous and can cause permanent nerve damage to any extremities affected by the puncture fo sho y'all, so be strong and insist on &#34;no puncture at this juncture&#34;!!!!",3.0,No puncture at this juncture!!!!,1400112000,"05 15, 2014"
144,1692725,A39T9LASIYKN1L,B00HW3EZZE,lalaw,"[0, 0]",was as advertised...the viewing of the movie...was stupid...,3.0,was stupid..,1405382400,"07 15, 2014"
145,1692780,A108UXJTIV8XXY,B00HX0KIAM,Bryan67,"[0, 1]",This was a good way to kill a few hours but it wasn't a great movie.  I was expecting something closer to Rush Hour type humor.,3.0,Not Great but Not Awful,1396828800,"04 7, 2014"
146,1692865,A1ASEZSAJBL10W,B00HX0KIAM,Louis Heller,"[0, 0]","overall it was ok, I liked it but didn't love it , it had it's funny moments but at times was just plain stupid...",3.0,OK..,1398729600,"04 29, 2014"
147,1692873,A1HR112HLBQFHE,B00HX0KIAM,MH,"[0, 0]","Another &#34;rough and tough cop guy with an unexpected comedy relief companion&#34; type movie.Really not a brain teaser on the plot, but entertaining.Kevin Hart gets a little annoying, though...In the end, they kill all the bad guys and he gets to keep the girl.  Predictable.",3.0,"Eh, it was okay",1399248000,"05 5, 2014"
148,1692915,A1IWR4YH4ZA9BM,B00HX0KIAM,"Suzanne Schumacher ""nocht2late""","[1, 1]","Not sure if this should get a three or a one, but I am giving it the benefit of the doubt and letting it have three.  Poor Ice Cube....a cop riding along with a dimwit.....and Poor Ice Cube....having to play this part.  And I feel sorry for his partner that played a wimp very well.  Awful.",3.0,Not Sure,1400284800,"05 17, 2014"
149,1693494,A2V7T83OMMULI0,B00I4DSDE0,G2 Fine,"[0, 0]","The immigration and drug smuggling problem has been around for a long time. This story demonstrates a version of what could happen. The story is not complex , it was predictable. The actors were a bit weak in their roles. I don't think the cartels are quite as stupid as portrayed here.",3.0,Mind Your Own Business,1405468800,"07 16, 2014"
150,1693587,A2R6BGGIGE3F95,B00I5SIATC,John W. Lawrence,"[0, 0]","Good entertainment; but, not an award winner.",3.0,Three Stars,1405641600,"07 18, 2014"
151,1693603,A1X51ZMMX35OCC,B00I6JOD8M,Aimee,"[0, 0]",Nothing especially good or bad about the movie as a whole.,3.0,Three Stars,1405641600,"07 18, 2014"
152,1693615,A2PKBXVGTZIADP,B00I6JOD8M,"Bob Teatow ""Bob Teatow""","[0, 0]","Fantasy, Heaven and Hell ....",3.0,Will Smith as Lucifer!,1404777600,"07 8, 2014"
153,1693713,A1IH0F8NJIL8E3,B00I83WKSQ,Movie 2'sday,"[0, 0]","Take away ""BAD"" from the title and put the word ""STANK"" and this may better describe this greasy duo fo sho!!!!",3.0,BAD or STANK?? You decide?!?!,1400112000,"05 15, 2014"
154,1694233,A3U3RFL0XE4F7V,B00IINW6IK,THE GHOSTSTAR     ORIGINAL,"[2, 3]","This has got to be a made for t.v. movie...it even blacks out,between sceans, as if the commercials have been removed.Patrick Gallagher is a good enough actor ..i noticed him first in (HELL ON WHEELS) as the union LT.THE ACTION IS PRETTY STANDARD with 1...2...3... FIGHTS,.... with no real great moves.Its just ok, if you have seen all the other new releases in the action film department.If you miss this film,... no big deal!!!",3.0,MADE FOR T.V.MOVIE AT BEST,1399852800,"05 12, 2014"
155,1694257,A3RRE5K7A0G789,B00IJS2NZU,amy wilson,"[0, 0]",Most of the movie was OK but did not like the ending sometimes they really make the endings so ridiculous.,3.0,It was an OK  movie,1400198400,"05 16, 2014"
156,1694308,A18758S1PUYIDT,B00IJS2NZU,Viva,"[0, 0]","Yes, it is a found footage film, but if you can get past that, the story is fairly decent.  I could have used a closer look at the little evil baby, but what happens before it's born is what's really scary.",3.0,Better than some say it is,1401321600,"05 29, 2014"
157,1694419,A22CV74TYP6YBO,B00IKM5MIA,Barbara Thomason,"[0, 0]","Jake Gyllenhaal is good as always, but Enemy is weird.",3.0,"Good, but odd.",1404518400,"07 5, 2014"
158,1694575,A1ICAHY1ZAQC92,B00IKM5OTW,Colorado Citizen,"[0, 0]","What might have been a good character development film quickly dissolves into you, the viewer, watching as the main characters become willing victims of their own mental issues; or &#34;baggage.&#34;  Jessica Lange is one of my favorite actors - authentic and believable in most films she has done.  This was different.  She and her son have almost an &#34;Oedipus&#34; relationship, and his murder triggers some horrific almost sic-fi type events.  The soft-porn was done well - the young wife of Jessica Lange's now dead son, feeling tricked into marriage and sorely lacking love in her life, is swept into a relationship with her husband's best friend.  But from that moment on the film story spirals down into a psychological study of murder and suicide??!!?? As the two young people lay by the river's edge in the throws of death - after drinking their intentionally poisoned wine, Jessica Lange (who has had a debilitating stroke) looks on - with her stroke-ravaged face in triumph at their death.  They had drowned her son, and she had her revenge - but to want advantage?  I do not recommend this film, unless you think you can make more sense of it than I did.",3.0,Disintegrates into psychological horror film,1403395200,"06 22, 2014"
159,1694731,A3BI08FJNQ9DY2,B00IQAUO2A,Andrew J Taylor,"[1, 1]","Solid enries in the later Heisei era Godzilla films. Lots of good Godzilla vs Kaiju. Lots of destruction. Of these two Mothra is the standout. Neither are as top notch as Godzilla vs Destroyah, Godzilla Tokyo SOS or the Batsh@t insanity that is Godzilla Final Wars.",3.0,Good solid Godzilla movies,1402876800,"06 16, 2014"
160,1695185,A3U3RFL0XE4F7V,B00J0BTESO,THE GHOSTSTAR     ORIGINAL,"[1, 4]","If you think your going to get the (HURT LOCKER),(BLACKHALK DOWN),or (LONE SURVIVOR) you are not..!This film moves at a most boring pace with more drama than action.The plot is non exsistant and it looks like a bunch of poorly equipped actors wondering around rehearsing poor dialouge.If you like American war movies ,....this film will waist your time...",3.0,3 STARS FOR EFFORT ONLY*,1400803200,"05 23, 2014"
161,1695214,A3ML01ZUIZUYEZ,B00J0IN6Z4,Lisa P,"[0, 0]","Interesting, but too sad.",3.0,Sad movie,1403827200,"06 27, 2014"
162,1695215,A2OCBHVZX5KQYC,B00J0IN6Z4,Liz.,"[0, 0]","This Movie was very well Acted, but I found it very Disturbing and I wouldn't watch it again, it's a True story of these Young Boys that got Murdered, it was really Sad that's about all I can say on this Movie it's for Adults only I think.",3.0,it was really Sad that's about all I can say on this Movie ...,1405641600,"07 18, 2014"
163,1695255,A1KIQ4P4ZW3ALF,B00J0IQISG,G. Teslovich,"[0, 0]","You have to have a brain that releases the reward hormones, etc. that are excited by horror and gore to sit through this Aussie rendition of a ""not-so-nice-person"" gleefully and with good Aussie nationalism dismember visiting hiking tourists or any others of similar persuasion who upset him or for that matter simply anyone who upsets him.Well acted. The usual pursuit of the prey scenes, but what makes this three vs. four or five stars are the stupid decisions of our prey. A common problem in this genre and it's not clear if it's written into the script on purpose to annoy viewers or the writers simply need to prolong the agony to fill 90 minutes or they just don't have a good understanding of thinking under pressure.",3.0,Don't be a tourist in Aussieland.,1404432000,"07 4, 2014"
164,1695258,A3BK4862BVLQ1S,B00J0IQISG,J. Daniel Spratlin,"[1, 3]","What&#8217;s it about?A serial killer in the Australian outback returns to terrorise backpackers.What did I think?If there was a &#8216;gore comedy&#8217; genre this would fit right into it. Whereas the original Wolf Creek was a thriller featuring a tireless psychopath, the second offering has chosen to paint the sociopath as a wisecracking xenophobic racist. He&#8217;s still relentless but much more sadistically slapstick. It helps that the victims make so many stupid choices you&#8217;re almost cheering for the killer but it doesn't change the fact the sequel is far lighter and inferior. The &#8216;based on true facts&#8217; is a bit of mishmash of loose claims but if you&#8217;re going for entertainment rather than history you probably won&#8217;t be disappointed.Not quite horror, not quite comedy, not quite torture porn. But attempting to make the main character more likable AND the poster child for anti-immigrant protesters? That could be the most horrific call of all.",3.0,Wolf Creek 2 quick movie review,1401667200,"06 2, 2014"
165,1695328,A2VKZOXDJ4YOHE,B00J2MPZQG,Amazon Customer,"[1, 3]",Another predictable story about utterly clueless Americans wandering around the third world and shocked when  they discover they're not in Kansas anymore. Wake up folks. The third world is dangerous and corrupt. Avoid trouble before it begins.Gina is getting better and with the right story and a better director might break out.,3.0,Gina is watchable,1399161600,"05 4, 2014"
166,1695439,A20V0W1K1RRQWL,B00J4LMHMK,clayton s rowell,"[0, 2]",I love the fight seen,3.0,Three Stars,1404864000,"07 9, 2014"
167,1695515,A591NQ8VDT9CF,B00J4LMHMK,Tennespeedy,"[0, 0]","I made it to the end, but wanted to stop a few times as it got boring. Just didn't keep my attention.",3.0,It was a good attempt but...,1397347200,"04 13, 2014"
168,1695527,A394AF4TZK8WJO,B00J4LMIB0,"suzietoo ""sci-fi reader""","[1, 1]","A fairly large group of people who walk through a white light and are instructed to run a race. An ominous voice gives the rules. If any of the rules are broken, a horrible death occurs. No one knows who the voice belongs to. And there are quite a few people that you would not want to compete with. There are children included, which I didn't like at all. That said, the movie has great acting, it also has plenty of blood and gore, so if you are thinking of watching Human Race, be warned.  After I watched it, I was exhausted more than frightened.",3.0,A Matter Of Life Or Death,1403136000,"06 19, 2014"
169,1695689,A76TFV9OI2C5Q,B00J5LXQKQ,Michael A. Biel,"[2, 4]","Average, cool shots of India but story line weak and predictable.",3.0,cool shots of India but story line weak and predictable,1404432000,"07 4, 2014"
170,1695851,A19I6616N6PJCZ,B00JA3RPAG,"Alfred D. Bolden ""Old Guy""","[0, 0]",This film is better than the 24/7 news cycle and was intertaining but not Costner's best film kill time with it.,3.0,Not Costner's Best,1403654400,"06 25, 2014"
171,1695874,A2KIY4F6QMOLFC,B00JA3RPAG,Caveman EMT,"[0, 0]",A pretty normal spy/dad with family trouble.  Killed a couple of hours and got to see Paris get shot up.,3.0,Not bad,1404172800,"07 1, 2014"
172,1695899,A29JNAD0IA18J4,B00JA3RPAG,DANNY PARNELL,"[0, 2]","This is a good movie but it would be only worth $3.99 the rental price. Nothing spectacular just another fast car, killing movie.",3.0,Thats all its worth.,1400889600,"05 24, 2014"
173,1695931,A1H8YIVCKAK2IK,B00JA3RPAG,Frank Goodman,"[0, 0]",Not the best Costner flick but OK. Totally unbelievable premise and action scenes but don't let that stop you. Grab some popcorn and kill a couple of hours.,3.0,Average action movie,1403222400,"06 20, 2014"
174,1695949,ANBYFS0SVUZO2,B00JA3RPAG,helena,"[0, 0]",The movie does have action and shooting but it seems to be different....like something is missing. Didn't like the storyline when he got sick. And like that his boss was a female. To me that was kinda dumb. But its an ok movie to watch I guess.,3.0,3 days to kill,1400803200,"05 23, 2014"
175,1696133,A3O3GOWB1W51DO,B00JA3RPAG,YucaipaDan,"[0, 0]","A fun entertaining film, moderate action, story line was the problem? Not sure why or what, a few over the top action, with troubling results? Costner was okay, the cast was anther weakness!",3.0,"A fun entertaining film, moderate action, story line was the problem?",1404777600,"07 8, 2014"
176,1696198,A3OH59FU25SUPG,B00JAQJMJ0,Crafts lover.,"[0, 1]","Expected more according to trailers. Too long and boring. When you get to the end credits, you understand why. It is based on the &#34;notes&#34; from Stefan Zweig. Sometimes boring to the fault and sometimes brutal.",3.0,Too long and boring. When you get to the end credits,1404691200,"07 7, 2014"
177,1696290,A5V86ZH25N5JB,B00JAQJMJ0,Kathleen Warren,"[0, 1]",It was just so so. Would not recommend.,3.0,Would not recommend.,1405036800,"07 11, 2014"
178,1696293,A1BABMN4WLXGAH,B00JAQJMJ0,K. Gonzalez,"[0, 0]",Strange and humorous. It's odd with a great cast....,3.0,It's odd with a great cast.,1405641600,"07 18, 2014"
179,1696410,A34UA7492B9E9T,B00JAQJMJ0,Torquimata,"[1, 4]","To be something it can't quite be. Entertaining but just a cut above average, Fiennes is fine but becomes a bore",3.0,Tries Too Hard,1402531200,"06 12, 2014"
180,1696436,A62OQCY1YVCT4,B00JBBJJ24,"buburo ""LoveOnlyWins""","[0, 0]",No Happy Anything !,3.0,No Happy Anything !,1405814400,"07 20, 2014"
181,1696470,A30XPL8H3Z1MFF,B00JBBJJ24,Lana OHara,"[0, 0]","Good movie, but lots of killing and all on a train to nowhere, got a little boring in places.",3.0,Three Stars,1405814400,"07 20, 2014"
182,1696510,A54OID84ZLRXM,B00JBBJJ24,srrogers50,"[0, 0]","Interesting sci fi, very bloody.",3.0,Fair sci fi.,1405900800,"07 21, 2014"
183,1696622,A2DZ0Y7WRW6E4X,B00JH4SZWK,"Gary Anderson ""Gary Anderson""","[0, 0]","A few funny lines and generally entertaining, but not a winner",3.0,Ok to kill an otherwise empty evening,1405987200,"07 22, 2014"
184,1696695,A25GOTH9Z2E8KC,B00JK19416,Teresa L. Brown,"[0, 1]",VERY GOOD ACTING. SAD STORY.,3.0,Three Stars,1404432000,"07 4, 2014"
185,1696928,A2IOX0LU36BB5G,B00JV0547O,Ann Hart,"[0, 1]","This was a very violent story about revenge. It was gory at best, blood, murder & mayhem! If you like blood and murder , then you will enjoy Blue Ruin!",3.0,Blue Ruin,1399939200,"05 13, 2014"
186,1696935,A3JJ825BC3H4EA,B00JV0547O,dhart,"[0, 2]","I can't believe I liked this little indie flim.  A out of control revenge flick, slow moving, no name stars in it, takes a while to catch on to the storyline and not action packed.  Yet -- the excellent acting and interesting guessing of where the film is going keeps you intrigued and curious.  The main character is not the usual tough hero, but a little guy whose whole life has gone awry after his parents were murdered and has been obsessed by this for years.  When a man convicted of the murders is released from prison he kills the man in revenge only to realize he has started off a war of revenge with the man's family.  The bits and pieces are given to you, but you have to piece the story together yourself.",3.0,Worth a lookl,1402790400,"06 15, 2014"
